StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q15_3_TEXT,Q15_5_TEXT,Q15_4_TEXT,Q15_2_TEXT,Q15_1_TEXT,Q15_6_TEXT,Q17,Q18,Q18_8_TEXT,Q19,Q20,Q21,Q22,Q23_1,Q23_2,Q23_3,Q24_1,Q24_2,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28,Q29,Q30,Q31,Q32,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q41,Q42,Q43,Q44,Q45,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q48_1,Q48_2,Q49,Q50,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q52_6,Q52_7,Q52_8,Q53,Q53_7_TEXT,Q_UnansweredPercentage,Q_UnansweredQuestions
2025-11-19 07:41:42,2025-11-19 07:41:57,IP Address,174.228.226.189,8,14,False,2025-11-26 07:41:59,R_7OMN5fxOQDbRHM1,,,,,39.9065,-75.0869,qr,EN,I agree to the consent form linked,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025-11-19 07:40:50,2025-11-19 07:44:32,IP Address,174.231.103.22,37,222,False,2025-11-26 07:44:34,R_5TTRWdX5HCXQyD7,,,,,40.5802,-74.3594,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,Illinois,2024,No,Yes,5 months,"Adult (19+),Pediatric (birth-18)",School,,School,,,,High school,,,Employed full-time (35 hours or more per week),,,Yes,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,QID78
2025-11-29 17:42:47,2025-11-29 17:52:27,IP Address,97.106.75.48,100,580,True,2025-11-29 17:52:27,R_5gA8EiHBJWrIRpL,,,,,28.0823,-82.7297,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,FL,2007,No,Yes,18,"Adult (19+),Pediatric (birth-18)","Hospital,Outpatient Clinic (e.g., hospital outpatient, university clinic),School",,Other (please specify),,,,,,University,Employed full-time (35 hours or more per week),"Adult populations,Dysphagia/swallowing,Interprofessional collaboration,Pediatric populations",,Yes,1-25 hours,Moderately familiar,Moderately important,Extremely important,Very important,Extremely important,Very important,Very important,Moderately important,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Some coverage,Minimal coverage,Slightly well,Moderately well,Slightly well,Slightly well,Somewhat comfortable,Somewhat comfortable,Very comfortable,Somewhat comfortable,Neutral,Neutral,Very comfortable,Somewhat comfortable,Neutral,Neutral,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Neutral,Very comfortable,Very comfortable,Neutral,Neutral,Very comfortable,Neutral,Somewhat comfortable,Neutral,Very comfortable,Somewhat comfortable,Neutral,Neutral,Somewhat comfortable,Somewhat comfortable,Neutral,Somewhat uncomfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Not well at all,Moderately confident,Slightly confident,Slightly confident,Strongly agree,Neither agree nor disagree,Moderately confident,Moderately confident,Very confident,Very confident,Moderately confident,Moderately well,Slightly well,Strongly agree,A few times,Slightly well,Moderately confident,Slightly confident,Slightly confident,Moderately confident,Very confident,Very confident,Slightly confident,Moderately confident,Graduate coursework,,0,
2025-12-02 08:15:20,2025-12-02 08:26:19,IP Address,129.255.1.116,100,659,True,2025-12-02 08:26:20,R_15AP5q9WNiSvDth,,,,,41.6435,-91.5685,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,Illinois,2005,No,Yes,20.5,"Adult (19+),Pediatric (birth-18)","Hospital,Outpatient Clinic (e.g., hospital outpatient, university clinic),School",,"Hospital,Skilled Nursing Facility,Other (please specify)",20,,,,8-10,Outpatient Neuro clinic 2x per month about 12-18 hours pending the caseload,Employed part-time (less than 35 hours per week),"Adult populations,Counseling or psychosocial support,Dysphagia/swallowing,Huntington’s disease (HD)- specific content,Interprofessional collaboration,Neurogenic communication disorders,Pediatric populations",,Yes,26-50 hours,Extremely familiar,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Frequently,A few times,Frequently,Frequently,Not familiar at all,Extremely familiar,Not familiar at all,Extremely familiar,Some coverage,Minimal coverage,Not well at all,Slightly well,Not well at all,Not well at all,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Not well at all,Not confident at all,Slightly confident,Not confident at all,Strongly agree,Somewhat agree,Very confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely well,Extremely well,Strongly agree,Never,Not well at all,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,"Access to evidence-based protocols,CEU workshops/webinars,Graduate coursework,Graduate clinical experience,Interdisciplinary case studies,Mentorship or supervision",,0,
2025-12-02 08:52:02,2025-12-02 10:12:36,IP Address,174.219.210.213,100,4833,True,2025-12-02 10:12:36,R_1OcaZiG2eX6ssbe,,,,,39.9012,-86.1717,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,"Indiana ",2001,No,Yes,24,"Adult (19+),Pediatric (birth-18)","Hospital,Outpatient Clinic (e.g., hospital outpatient, university clinic)",,"Hospital,Outpatient Clinic",,,,,,,Employed part-time (less than 35 hours per week),"Adult populations,Dysphagia/swallowing,Neurogenic communication disorders,Pediatric populations",,No,1-25 hours,Extremely familiar,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Never,Never,Never,Never,Never,Never,Frequently,Several times,Frequently,Frequently,Several times,Frequently,Not familiar at all,Extremely familiar,Not familiar at all,Extremely familiar,Minimal coverage,None,Not well at all,Not well at all,Not well at all,Not well at all,Somewhat uncomfortable,Very uncomfortable,Somewhat uncomfortable,Very uncomfortable,Very uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Neutral,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Not well at all,Not confident at all,Not confident at all,Not confident at all,Strongly agree,Neither agree nor disagree,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very well,Very well,Strongly agree,Never,Not well at all,Very confident,Moderately confident,Very confident,Very confident,Extremely confident,Extremely confident,Moderately confident,Extremely confident,"Access to evidence-based protocols,CEU workshops/webinars,Interdisciplinary case studies,Mentorship or supervision",,0,
2025-11-25 11:11:44,2025-11-25 11:11:46,IP Address,172.56.162.197,2,1,False,2025-12-02 11:11:48,R_6FJOmTbc5aE3nZ7,,,,,40.8231,-73.9513,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025-12-02 11:58:53,2025-12-02 11:59:09,IP Address,24.246.112.231,100,15,True,2025-12-02 11:59:09,R_6OT7NItBzGUrneF,,,,,40.9058,-73.3381,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"QID38,QID39,QID42,QID44"
2025-12-04 12:51:30,2025-12-04 13:01:36,IP Address,167.244.212.100,100,606,True,2025-12-04 13:01:37,R_3hHFj7DEZyXRRE5,,,,,42.6552,-73.802,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,Massachusetts,1994,No,Yes,30,"Adult (19+),Pediatric (birth-18)","Hospital,Outpatient Clinic (e.g., hospital outpatient, university clinic),School,Other (please specify)",rehab,"Hospital,Outpatient Clinic",31 years,20 years,,,,,Employed full-time (35 hours or more per week),"Adult populations,Counseling or psychosocial support,Dysphagia/swallowing,Huntington’s disease (HD)- specific content,Interprofessional collaboration,Neurogenic communication disorders,Pediatric populations",,Yes,1-25 hours,Extremely familiar,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Never,Never,Never,Never,Never,Never,Frequently,A few times,Frequently,Frequently,Never,Several times,Very familiar,Extremely familiar,Very familiar,Extremely familiar,Some coverage,Minimal coverage,Slightly well,Moderately well,Moderately well,Moderately well,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very well,Moderately confident,Not confident at all,Not confident at all,Somewhat agree,Somewhat agree,Moderately confident,Very confident,Extremely confident,Extremely confident,Extremely confident,Extremely well,Extremely well,Somewhat agree,A few times,Not well at all,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,"Access to evidence-based protocols,CEU workshops/webinars",,0,
2025-12-04 15:48:18,2025-12-04 15:56:11,IP Address,108.41.194.253,100,473,True,2025-12-04 15:56:12,R_6PG1HEZs4a68ygc,,,,,40.821,-73.143,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,NY,2021,No,Yes,4,"Adult (19+),Pediatric (birth-18)","School,Skilled Nursing Facility",,"School,Skilled Nursing Facility",,,,,,,Employed part-time (less than 35 hours per week),"Adult populations,Dysphagia/swallowing,Pediatric populations",,Yes,51-100,Moderately familiar,Very important,Very important,Very important,Very important,Very important,Very important,Very important,A few times,Once,Once,Once,A few times,A few times,Several times,Several times,Several times,Several times,Several times,Several times,Slightly familiar,Very familiar,Slightly familiar,Very familiar,Minimal coverage,Minimal coverage,Slightly well,Moderately well,Slightly well,Slightly well,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very comfortable,Somewhat comfortable,Very comfortable,Somewhat comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Somewhat uncomfortable,Very uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Somewhat uncomfortable,Very uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very uncomfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Moderately well,Moderately confident,Moderately confident,Slightly confident,Somewhat agree,Somewhat agree,Moderately confident,Very confident,Very confident,Slightly confident,Very confident,Moderately well,Very well,Strongly agree,Never,Slightly well,Extremely confident,Moderately confident,Moderately confident,Extremely confident,Extremely confident,Extremely confident,Moderately confident,Extremely confident,"CEU workshops/webinars,Graduate coursework,Graduate clinical experience,Interdisciplinary case studies",,0,
2025-12-04 15:59:07,2025-12-04 16:08:25,IP Address,172.225.112.80,100,557,True,2025-12-04 16:08:25,R_7QYeH64xocGkoOl,,,,,43.1115,-76.1834,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,New York,2024,No,Yes,6 months,"Adult (19+),Pediatric (birth-18)","Outpatient Clinic (e.g., hospital outpatient, university clinic),Private Practice,School",,"Private practice,School",,,4 months,1 year,,,Employed full-time (35 hours or more per week),Other (please specify),None - I don’t need to start CEUs until January,Yes,0 hours,Not familiar at all,Moderately important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not familiar at all,Not familiar at all,Not familiar at all,Not familiar at all,Minimal coverage,Minimal coverage,Not well at all,Not well at all,Not well at all,Not well at all,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Neutral,Neutral,Somewhat uncomfortable,Somewhat comfortable,Neutral,Somewhat uncomfortable,Neutral,Very comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Very comfortable,Very comfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Neutral,Neutral,Somewhat uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Somewhat uncomfortable,Neutral,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Not well at all,Not confident at all,Not confident at all,Not confident at all,Strongly agree,Strongly agree,Moderately confident,Very confident,Moderately confident,Extremely confident,Moderately confident,Slightly well,Moderately well,Strongly agree,Never,Slightly well,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Very confident,Very confident,Moderately confident,Moderately confident,"CEU workshops/webinars,Graduate coursework,Graduate clinical experience,Mentorship or supervision",,0,
2025-12-04 16:12:32,2025-12-04 16:12:50,IP Address,50.48.194.2,100,17,True,2025-12-04 16:12:50,R_3GWez7WYT9cZFzp,,,,,42.1254,-75.9664,qr,EN,I agree to the consent form linked,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025-12-04 16:13:10,2025-12-04 16:23:51,IP Address,174.243.29.50,100,640,True,2025-12-04 16:23:51,R_3zYZOK5OeYFY8Eh,,,,,40.8271,-73.9359,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,"New York ",2023,No,Yes,2.5,"Adult (19+),Pediatric (birth-18)","School,Other (please specify)","Developemental disabilities teletherapy ",School,,,,"Special needs prek ",,,Employed full-time (35 hours or more per week),"Neurogenic communication disorders,Pediatric populations",,Yes,1-25 hours,Slightly familiar,Very important,Very important,Very important,Very important,Extremely important,Very important,Moderately important,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Considerable coverage,Minimal coverage,Slightly well,Slightly well,Slightly well,Slightly well,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Neutral,Neutral,Neutral,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Neutral,Somewhat uncomfortable,Neutral,Neutral,Somewhat uncomfortable,Slightly well,Slightly confident,Slightly confident,Slightly confident,Somewhat agree,Strongly agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly well,Moderately well,Somewhat agree,A few times,Not well at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,"Access to evidence-based protocols,CEU workshops/webinars,Graduate coursework,Graduate clinical experience,Interdisciplinary case studies,Mentorship or supervision",,0,
2025-12-04 16:14:06,2025-12-04 16:28:29,IP Address,68.237.101.202,100,862,True,2025-12-04 16:28:29,R_5OMRtMXC5KLhRvL,,,,,40.916,-73.0497,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,"New York ",2024,No,Yes,"4 months ",Pediatric (birth-18),"School,Skilled Nursing Facility,Other (please specify)",university clinic,School,,,,,,,Employed full-time (35 hours or more per week),,,Yes,26-50 hours,Moderately familiar,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,A few times,Several times,Several times,Several times,Several times,Several times,Never,Never,Never,Never,Never,Never,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Extensive coverage,Considerable coverage,Moderately well,Very well,Moderately well,Moderately well,Neutral,Somewhat uncomfortable,Neutral,Neutral,Neutral,Neutral,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Neutral,Somewhat comfortable,Neutral,Neutral,Neutral,Somewhat comfortable,Somewhat comfortable,Neutral,Somewhat uncomfortable,Neutral,Neutral,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Neutral,Neutral,Neutral,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Neutral,Neutral,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Slightly well,Slightly confident,Slightly confident,Slightly confident,Strongly agree,Somewhat agree,Very confident,Very confident,Very confident,Very confident,Moderately confident,Slightly well,Slightly well,Neither agree nor disagree,Frequently,Extremely well,Moderately confident,Not confident at all,Not confident at all,Moderately confident,Extremely confident,Extremely confident,Moderately confident,Extremely confident,CEU workshops/webinars,,0.0196078431372549,QID78
2025-12-04 16:30:15,2025-12-04 16:36:49,IP Address,47.17.82.194,100,394,True,2025-12-04 16:36:49,R_51TUiZWWtvXOBWI,,,,,40.8156,-73.509,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,NY,2021,No,Yes,3.5,Pediatric (birth-18),School,,School,,,,"Farmingdale school district ",,,Employed full-time (35 hours or more per week),,,Yes,0 hours,Slightly familiar,Very important,Very important,Extremely important,Extremely important,Very important,Very important,Extremely important,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Considerable coverage,Minimal coverage,Moderately well,Slightly well,Slightly well,Moderately well,Neutral,Neutral,Somewhat comfortable,Neutral,Neutral,Neutral,Very comfortable,Very comfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Neutral,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Neutral,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Not well at all,Not confident at all,Not confident at all,Not confident at all,Strongly agree,Strongly agree,Not at all confident,Not at all confident,Not at all confident,Not at all confident,Not at all confident,Not well at all,Not well at all,Neither agree nor disagree,Never,Not well at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,,,0.0392156862745098,"QID60,QID78"
2025-12-04 16:44:00,2025-12-04 16:50:09,IP Address,172.56.34.11,100,369,True,2025-12-04 16:50:10,R_3TpdN9hRnS56ix3,,,,,40.7035,-73.9235,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,Accelerated program,,CT,2020,No,Yes,"5 years ","Adult (19+),Pediatric (birth-18)","Private Practice,Skilled Nursing Facility",,"Private practice,Skilled Nursing Facility",,,"3 years ",,2 years,,Employed full-time (35 hours or more per week),"Adult populations,Pediatric populations",,No,1-25 hours,Slightly familiar,Very important,Extremely important,Extremely important,Moderately important,Very important,Very important,Slightly important,A few times,Never,Never,A few times,Never,A few times,A few times,A few times,A few times,Several times,A few times,A few times,Slightly familiar,Very familiar,Slightly familiar,Very familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43137254901960786,"QID34,QID87,QID82,QID56,QID53,QID60,QID35,QID79,QID86,QID28,QID66,QID85,QID47,QID54,QID36,QID88,QID81,QID48,QID55,QID49,QID70,QID37"
2025-12-04 16:22:40,2025-12-04 16:56:08,IP Address,69.122.240.168,100,2008,True,2025-12-04 16:56:09,R_37KBNPzJkHi0PRo,,,,,40.8687,-73.0015,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,Other (please specify),2 year supposed to be in person but in house clinic was during Covid,New York,2021,No,Yes,"3 years ","Adult (19+),Pediatric (birth-18)","Private Practice,Other (please specify)",ENT office,School,,,,8am-3pm Monday-Thursday,,,Employed part-time (less than 35 hours per week),"Interprofessional collaboration,Pediatric populations,Other (please specify)","Neurodiversity ",No,1-25 hours,Slightly familiar,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very familiar,Very familiar,Very familiar,Very familiar,Considerable coverage,Some coverage,Moderately well,Slightly well,Very well,Very well,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat uncomfortable,Very uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Neutral,Neutral,Not well at all,Not confident at all,Slightly confident,Not confident at all,Somewhat agree,Strongly agree,Slightly confident,Not at all confident,Slightly confident,Not at all confident,Slightly confident,Not well at all,Not well at all,Neither agree nor disagree,Never,Not well at all,Slightly confident,Not confident at all,Not confident at all,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,"CEU workshops/webinars,Graduate clinical experience,Mentorship or supervision",,0,
2025-12-04 17:22:11,2025-12-04 17:39:01,IP Address,68.237.100.113,100,1010,True,2025-12-04 17:39:02,R_1abpEkKoNjbOkQP,,,,,40.7801,-73.2458,qr,EN,I agree to the consent form linked,Yes,Yes,Yes,Female,2 Year - In person,,New York,2015,No,Yes,10,"Adult (19+),Pediatric (birth-18)","School,Skilled Nursing Facility",,"Private practice,School,Skilled Nursing Facility",,,8 years,2 years,1 year,,Employed part-time (less than 35 hours per week),"Adult populations,Counseling or psychosocial support,Pediatric populations",,Yes,1-25 hours,Moderately familiar,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,Never,Never,Never,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Slightly familiar,Extremely familiar,Not familiar at all,Extremely familiar,Considerable coverage,Some coverage,Not well at all,Slightly well,Not well at all,Not well at all,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very comfortable,Somewhat comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very comfortable,Neutral,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Not well at all,Not confident at all,Not confident at all,Slightly confident,Somewhat agree,Strongly agree,Very confident,Extremely confident,Extremely confident,Very confident,Very confident,Extremely well,Extremely well,Strongly agree,Never,Not well at all,Extremely confident,Moderately confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,,,0.0196078431372549,QID60
